id,name,personality_1,personality_2,likes
457,霓虹魚,獨特,神秘,利用光來引誘獵物靠近，但往往連天敵的兇猛魚寶可夢也引了過來。
458,小球飛魚,神秘,獨特,很親近人類，會主動靠近人類的船隻。背上的花紋依地域而有所不同。
459,雪笠怪,神秘,獨特,雪笠怪肚子上結出來的樹果口感彷如冰棒，是伽勒爾的火紅不倒翁們的最愛。
460,暴雪王,獨特,神秘,會引發暴風雪的寶可夢。只要牠搖動巨大的身體，周圍立刻會變得一片雪白。
461,瑪狃拉,獨特,神秘,４～５隻一組行動。在岩石和樹木上留下記號，以團隊合作捕殺獵物。
462,自爆磁怪,神秘,獨特,從３個組件中放出磁力。經常出現把飛上夜空的自爆磁怪錯看成ＵＦＯ的報告。
463,大舌舔,獨特,神秘,會舉行比賽誰的舌頭伸得最遠的大會。目前的最高紀錄是２５公尺。
464,超甲狂犀,獨特,神秘,會在手掌的洞裡塞進岩石和石丸子發射出去，每隻手裡可以裝填３個。
465,巨蔓藤,獨特,神秘,棲息的地方越溫暖，藤蔓就會長得越快。當藤蔓變得太長時，就會自己扯斷它來調整長度。
466,電擊魔獸,神秘,獨特,興奮的時候會捶胸發出聲響。每次捶胸都會飛濺出電火花，雷聲會在四周回響。
467,鴨嘴炎獸,神秘,獨特,棲息在火山口。據說１座火山只有一對鴨嘴炎獸。
468,波克基斯,神秘,獨特,不會出現在發生爭端和紛亂的地方。近來幾乎見不到牠的身影。
469,遠古巨蜓,神秘,獨特,能以６隻腳攫住成年人並輕鬆地飛行。以尾部的翅膀保持平衡。
470,葉伊布,獨特,神秘,本性並不好鬥，但若是為了保護夥伴，牠會讓尾巴上的葉片變尖，形成刀刃來戰鬥。
471,冰伊布,獨特,神秘,冰凍體毛，讓其像銳利的冰柱那樣變尖之後，向著獵物衝撞。
472,天蠍王,神秘,獨特,用尾巴倒掛在樹枝上觀察獵物。會看準時機從上空偷襲。
473,象牙豬,神秘,獨特,在１萬年前的壁畫上也能見到牠的身影。曾有一段時期，人們認為牠已經滅絕了。
474,多邊獸Ｚ,神秘,獨特,動作明顯地不穩定。這個問題似乎要歸咎於負責升級程式的技術人員。
475,艾路雷朵,獨特,神秘,被稱為武神的寶可夢。只有在為了保護什麼的時候，才會去使用自己的肘刀。
476,大朝北鼻,獨特,神秘,可以本體不動，自由操縱被稱為小朝北鼻的３個組件來捕捉獵物。
477,黑夜魔靈,神秘,獨特,用腹部的嘴將獵物整個吞下。只會吃掉對方的魂魄，離去時會把肉體吐出來。
478,雪妖女,獨特,神秘,會把來爬雪山的登山男凍成冰塊後帶回自己的巢穴，目標就只限於美男子。
479,洛托姆,獨特,神秘,會用等離子構成的身體潛入各式各樣的機器裡。最喜歡惡作劇嚇人。
480,由克希,神秘,獨特,會奪去惡人的記憶，因而受到人們敬畏的寶可夢。吾人曾發現提及此寶可夢司掌知識的紀錄。
481,艾姆利多,神秘,獨特,有著感情之神別名的寶可夢。傳說牠會令對其不敬之人的感情失控，因而受到人們畏懼。
482,亞克諾姆,獨特,神秘,以意志之神的身分受人畏懼的寶可夢。傳說牠能操縱與己敵對者的意志，使其化成傀儡。
483,帝牙盧卡,神秘,獨特,洗翠地區流傳著這樣的神話傳說：當此神誕生，現世的時間便如滔滔大河般開始流動。
484,帕路奇亞,獨特,神秘,擁有扭曲空間的能力。在神奧地區的神話裡被描述為神。
485,席多藍恩,神秘,獨特,棲息在火山的洞穴裡。以十字形的爪子勾住牆壁或洞頂爬行。
486,雷吉奇卡斯,獨特,神秘,世界各地的傳說都有提到牠曾經模仿自己的樣子做出了寶可夢。
487,騎拉帝納,神秘,獨特,棲息在據說位於這個世界的背面，一般常識無法通用的毀壞的世界裡。
488,克雷色利亞,獨特,神秘,飛行時，會從薄紗般的翅膀發出閃亮的粒子。被稱為新月的化身。
489,霏歐納,冷靜,保守,當海水溫度上升時，會讓頭部的浮囊膨脹，集體在海面上漂流。
490,瑪納霏,獨特,神秘,迴游在大洋中，有傳聞說牠在極少數情況下會來到洗翠近海。外型與霏歐納相似，但有許多不同之處，兩者之間關係不明。
491,達克萊伊,神秘,獨特,以往曾有過在無月的夜裡，村子裡所有的人都夢見了惡夢的異事。村人們宣稱惡夢中出現的寶可夢就是此寶可夢。
492,謝米,危險,謹慎,有著能分解大氣中的毒素，並將荒蕪的大地瞬間變成一片花海的力量。
493,阿爾宙斯,神秘,獨特,神奧神話裡描述牠從蛋裡出現，並創造了整個世界。
494,比克提尼,獨特,神秘,如果分享到比克提尼產出的無限能量，全身就會充滿力量。
495,藤藤蛇,神秘,獨特,用尾巴吸收太陽光，進行光合作用。沒精神的時候尾巴會垂下。
496,青藤蛇,神秘,獨特,如果身體弄髒，就沒辦法用葉子進行光合作用。因此總是維持著身體的清潔。
497,君主蛇,獨特,神秘,只要一瞪，就能止住對手的行動。在體內讓太陽能量增幅。
498,暖暖豬,熱情,衝動,可以輕盈地閃避敵人的攻擊，並從鼻子射出火球。會用火焰烤樹果來吃。
499,炒炒豬,熱情,衝動,吃得越多，可供燃燒的東西就越多。胃裡的火焰會因此變強，力量也會源源不絕地湧出。
500,炎武王,熱情,衝動,用下顎的火焰燃燒拳頭，接連使出火焰拳擊。是對夥伴非常關心的寶可夢。
501,水水獺,獨特,神秘,用腹部的扇貝貝戰鬥。擋住攻擊後，能迅速地斬切對手反擊。
502,雙刃丸,獨特,神秘,經過嚴格的修練後，每隻雙刃丸都能習得不同套路的扇貝貝刀法。
503,大劍鬼,獨特,神秘,能在敵人眨眼的瞬間，用前腳的足刃斬切對手後將足刃收回前腳。
504,探探鼠,神秘,獨特,警戒心強烈，雖然一定有１隻負責站崗，但不會注意到來自後方的敵人。
505,步哨鼠,獨特,神秘,射出儲存在頰囊的樹果種子攻擊。發現敵人時，尾巴會豎起。
506,小約克,獨特,神秘,因為不會汪汪汪地叫個不停，所以很受住公寓的訓練家們的歡迎。
507,哈約克,獨特,神秘,黑色的體毛會隨著成長變得越來越堅硬結實，連爪子和牙齒也無法輕易穿透。
508,長毛狗,獨特,神秘,聰明溫厚而勇敢。是深受救援隊隊員們信賴的好夥伴。
509,扒手貓,神秘,獨特,為了要看見人們困擾的樣子而去偷盜他們的物品。和偷兒狐是競爭對手。
510,酷豹,神秘,獨特,和狐大盜爭搶地盤。能夠悄無聲息地從背後偷偷靠近獵物。
511,花椰猴,獨特,神秘,會把頭上的葉子分給沒有精神的寶可夢。葉子有消除疲勞的效果。
512,花椰猿,神秘,獨特,將帶有許多尖刺的尾巴甩向對手進行攻擊。是性情凶暴的寶可夢。
513,爆香猴,獨特,神秘,智商很高，有把樹果烤過再吃的習性。喜歡幫助人類。
514,爆香猿,熱情,衝動,燃燒體內的火焰，從頭部與尾巴撒出火花，燒焦敵人。
515,冷水猴,冷靜,保守,頭上的毛髮叢裡儲藏的水營養非常豐富。牠會用尾巴拿這種水來灌溉草木。
516,冷水猿,冷靜,保守,喜歡水質乾淨的地方。頭上儲存的水如果減少，就會從尾巴吸取水來補給。
517,食夢夢,獨特,神秘,會在深夜出現在枕頭邊。在吃夢的時候，身上的花紋會微微發亮。
518,夢夢蝕,神秘,獨特,在牠冒出黑黑的煙霧時，還是不要接近牠為妙，否則惡夢將會成真。
519,豆豆鴿,獨特,神秘,會出現在人類生活的地方。一旦撒出飼料就會有好幾百隻豆豆鴿聚集而來，千萬要小心。
520,咕咕鴿,神秘,獨特,頭腦聰明且記性很好。似乎有許多快遞員將牠選為自己的搭檔。
521,高傲雉雞,獨特,神秘,擁有高度的飛行能力。雌性擅於持久，雄性擅長速度。
522,斑斑馬,獨特,神秘,當天空雷雲密佈時就會出現。會用鬃毛捕捉雷電，儲存電力。
523,雷電斑馬,神秘,獨特,是有著粗暴性格的寶可夢。如果生氣，就會從鬃毛朝四面八方放電。
524,石丸子,獨特,神秘,六角形的洞是耳朵。耳朵裡面有能量核心，如果把手伸進去就會惹牠生氣。
525,地幔岩,冷靜,保守,在洞窟裡尋找地下水。對水的抵抗力並不好，所以都是一點一點慢慢舔。
526,龐岩怪,獨特,神秘,利用太陽光製造出來的能量彈威力強大。但是晚上和雨天都無法發射。
527,滾滾蝙蝠,神秘,獨特,一邊發出超音波，一邊飛來飛去尋找蟲寶可夢來填飽自己的肚子。
528,心蝙蝠,獨特,神秘,據說有些地區的人覺得牠鼻子的形狀很吉利，而把牠當成幸福的象徵來祭拜。
529,螺釘地鼠,獨特,神秘,會將雙掌上的爪子併攏，並讓身體高速旋轉，瞄準獵物衝過去。
530,龍頭地鼠,獨特,神秘,有許多看似自然形成的洞窟其實都是龍頭地鼠一陣亂鑽之後留下來的。
531,差不多娃娃,神秘,獨特,擁有極為敏銳的聽覺。連２公里外有小石子滾動的聲音牠都能聽見。
532,搬運小匠,獨特,神秘,如果搬運小匠可以搬起自己體重３倍左右的木材，就代表牠進化的日子要到了。
533,鐵骨土人,神秘,獨特,與其他的夥伴還有豪力一起比拼肌肉。輸掉的那一方會暫時躲起來。
534,修建老匠,獨特,神秘,即使成分相同，修建老匠攪拌的混凝土格外地堅硬結實。
535,圓蝌蚪,神秘,獨特,透過音波來聯繫夥伴。人類和其他寶可夢都聽不見牠發出的警告聲。
536,藍蟾蜍,神秘,獨特,透過發出足以造成頭痛的音波來充分削弱獵物之後，用黏糊糊的舌頭將其捉住。
537,蟾蜍王,獨特,神秘,透過震動全身的瘤來引發地震般的晃動。與不良蛙是相近的物種。
538,投摔鬼,神秘,獨特,５隻一組一起努力練習。在練習中掉隊的投摔鬼會扔掉帶子離開團隊。
539,打擊鬼,神秘,獨特,不斷地尋求強大的實力。要是看到了在山上修行的打擊鬼，就靜靜地離開吧。
540,蟲寶包,神秘,獨特,會用葉子做衣服，因此在服裝設計師之間作為吉祥物而廣受歡迎。
541,寶包繭,獨特,神秘,寶包繭居住的森林裡草木生長得特別繁盛。因為牠會將落葉轉化成養分。
542,保母蟲,獨特,神秘,用落葉發酵時產生的熱來幫蛋保溫。會以葉子為蟲寶包做襁褓。
543,百足蜈蚣,危險,謹慎,牙齒有劇毒。一旦發現了看似能吃下肚的獵物，就會不加思索地撲上去。
544,車輪毬,危險,謹慎,用堅硬的殼和有毒的刺保護自己，同時累積進化所需的能量。
545,蜈蚣王,危險,謹慎,用頸部的爪子夾住獵物後，會直接將對方摔到地上，然後用毒刺戳下去。
546,木棉球,神秘,獨特,會撒出棉花保護自己。如果淋到雨，棉花就會受潮變重，讓牠的身體動彈不得。
547,風妖精,神秘,獨特,乘著風侵入民居。把房間裡弄得滿是棉絮後，就會嘻嘻哈哈地笑著離去。
548,百合根娃娃,獨特,神秘,如果偶爾修剪葉子，就會長成圓鼓鼓很華麗的樣子。
549,裙兒小姐,神秘,獨特,一旦和♂成為伴侶，美麗的花就會漸漸黯淡，變得枯萎。
550,野蠻鱸魚,獨特,神秘,因為性情粗暴，在野蠻鱸魚群出沒的湖裡，就只有龍蝦小兵或鐵螯龍蝦之類的能夠留下來。
551,黑眼鱷,神秘,獨特,把身體潛藏在沙子中，一口吃掉在上面行走的獵物的腳。最喜歡吃的東西是大顎蟻。
552,混混鱷,獨特,神秘,多虧蓋住眼睛的特殊膜，即使在深夜也能把周圍看得一清二楚。
553,流氓鱷,獨特,神秘,當發現了前方５０公里處的獵物，就會像游泳一樣在沙漠上移動，然後飛撲過去咬住。
554,火紅不倒翁,熱情,衝動,能量之源是體內的火焰。如果火焰變小了，牠馬上就會睡著。
555,達摩狒狒,獨特,神秘,總是熱血沸騰的寶可夢。牠厚重的手臂使出的拳擊甚至能把砂石車打得粉碎。
556,沙鈴仙人掌,神秘,獨特,一年散播一次種子。花的種子營養十足，是沙漠中貴重的食糧。
557,石居蟹,獨特,神秘,如果找不到大小合適的石頭來當成自己的家，牠也會住到河馬獸的洞裡。
558,岩殿居蟹,神秘,獨特,喜歡乾燥的地方，下雨時不會從岩石裡出來。有著很強的地盤意識。
559,滑滑小子,神秘,獨特,以數隻為一組來行動。會慢吞吞地走來走去，和對方視線對上時就會冷不防用頭錘撞過去。
560,頭巾混混,冷靜,保守,會吐口水來挑釁對手。有著固定的地盤，會待在裡頭度過一生，永不離開。
561,象徵鳥,神秘,獨特,利用精神力量在空中飛翔，被稱為古代都市的守護神。也有人認為牠是守護神的使者。
562,哭哭面具,獨特,神秘,每天夜裡都在遺跡中徘徊。據說牠拿著的面具是牠還是人類時的臉。
563,死神棺,獨特,神秘,死神棺象徵著國王的財富，因此許多古墓裡都有牠的壁畫。
564,原蓋海龜,神秘,獨特,從古代的化石復活而來。當時是生活在海裡，但也會到陸地上來尋找獵物。
565,肋骨海龜,獨特,神秘,在大海和陸地兩個地方活動。會將陸地的獵物拖入海中後殺死。
566,始祖小鳥,獨特,神秘,是所有鳥寶可夢的祖先。始祖小鳥本身還不會飛，而是在樹上跳著移動。
567,始祖大鳥,獨特,神秘,古代的寶可夢。因為羽毛很細，若不是由熟練的師傅來動手，就無法成功復原。
568,破破袋,冷靜,保守,呼吸時會有毒氣漏出，聞到這個味道的臭臭泥會流著口水跑過來。
569,灰塵山,獨特,神秘,在阿羅拉的數量從某個時期開始爆炸性增加，但是自從臭泥來了之後，數量一下子便減少了。
570,索羅亞,獨特,神秘,平常很愛說話的孩子如果突然變得很沉默，就有可能是索羅亞假扮的。
571,索羅亞克,獨特,神秘,據說當牠的棲息地快要暴露在人類面前時，牠會製造出幻影，讓人在森林裡不斷徘徊。
572,泡沫栗鼠,神秘,獨特,因為有潔癖，無法容忍絲毫髒污。會把尾巴當成拖把，把髒污的地方徹底擦乾淨。
573,奇諾栗鼠,神秘,獨特,體內滲出的油在白色的毛皮上形成覆膜，能滑溜溜地避開敵人的攻擊。
574,哥德寶寶,獨特,神秘,哥德寶寶會在看似無人的地方輕聲地叫。牠好像是在與某種只有牠才看得見的東西說話。
575,哥德小童,獨特,神秘,據說會在星光閃耀的夜裡把睡著的孩子們帶走。也有人稱牠為制裁魔女。
576,哥德小姐,神秘,獨特,根據星星的動向預知未來。雖然擁有強大的精神力量，但生性並不喜好紛爭。
577,單卵細胞球,神秘,獨特,透過心靈感應來與夥伴交流。如果受到了強烈的衝擊，包裹著身體的液體就會漏出來。
578,雙卵細胞球,獨特,神秘,由於牠一分為二的大腦思考的內容幾乎完全不同，導致牠的行動非常難以預測。
579,人造細胞卵,危險,謹慎,雖然有人說只要喝掉牠特殊的液體就能得到智慧，但對人造細胞卵以外來說，那其實是劇毒。
580,鴨寶寶,冷靜,保守,受到敵人襲擊時，會從全身上下的羽毛噴出水花。混在一片水霧中逃之夭夭。
581,舞天鵝,獨特,神秘,有著優雅的外表，但卻可以有力地拍動翅膀，持續飛行數千公里。
582,迷你冰,獨特,神秘,會吐出零下５０度的寒氣。如果待在溫暖的地方，身體就會漸漸地變小。
583,多多冰,獨特,神秘,從冰河時期就已經存在。操縱冰粒讓敵人凍僵後，再用頭錘將對方打碎。
584,雙倍多多冰,獨特,神秘,２個頭擁有各自的大腦，如果兩者意見一致，就會噴出猛烈的暴風雪襲擊敵人。
585,四季鹿,獨特,神秘,氣味會隨季節變遷而改變。初春的氣味略帶香甜，能使情緒穩定下來。
586,萌芽鹿,神秘,獨特,有許多愛好者的寶可夢。愛好者們認為牠角上綻放的淡紅色花朵顏色越淡越是美麗。
587,電飛鼠,神秘,獨特,用斗篷一樣的翼膜滑翔。到處散布電流，讓敵人和同伴都紛紛觸電。
588,蓋蓋蟲,獨特,神秘,用嘴裡吐出的液體來融化小嘴蝸的殼，只會去吃裡面的身體。
589,騎士蝸牛,獨特,神秘,會舉起長矛突擊敵人。有一幅名畫描繪著牠和蔥遊兵決鬥的場景。
590,哎呀球菇,危險,謹慎,從雙臂噴出的孢子是劇毒，但據說在徹底乾燥之後，可以作為腸胃藥使用。
591,敗露球菇,危險,謹慎,會噴出帶有毒性的孢子。如果不盡快洗掉的話，就會從那裡長出蘑菇來喔。
592,輕飄飄,危險,謹慎,為了讓敵人麻痺而溺斃，牠那薄紗般的手腳上長著許多肉眼看不見的毒針。
593,胖嘟嘟,獨特,神秘,漁夫們對牠十分恐懼。傳說中牠會把漁夫拖進海裡，奪走他們的性命。
594,保母曼波,神秘,獨特,漁夫在長程航海時會帶著牠。有保母曼波在身邊就不需要醫生或藥物了。
595,電電蟲,神秘,獨特,會附在寶可夢的身上吸收靜電。自身並沒有製造電的能力。
596,電蜘蛛,神秘,獨特,發射腹部帶電的毛來攻擊。要是被牠的毛刺中，就會全身麻痺三天三夜。
597,種子鐵球,獨特,神秘,會發射尖刺來保護自己。需要反覆訓練才能將尖刺準確地射中目標。
598,堅果啞鈴,獨特,神秘,用尖刺刺裂岩壁之後，牠會用觸手的尖端接觸裂縫吸收營養。
599,齒輪兒,神秘,獨特,據說在很久以前，是看到了齒輪兒的人發明了齒輪的構造。
600,齒輪組,神秘,獨特,如果認真起來，大齒輪外圈的齒輪會和小齒輪完全接合。此時轉速將會大幅提升。
601,齒輪怪,神秘,獨特,讓３個齒輪高速旋轉。新增出來的那個帶著尖刺的齒輪並不是生物。
602,麻麻小魚,神秘,獨特,集體行動的寶可夢。擁有製造電力的器官，遇到危機時就會發電。
603,麻麻鰻,獨特,神秘,食慾旺盛的寶可夢。一發現獵物就會發動襲擊，用電流使其麻痺後大快朵頤。
604,麻麻鰻魚王,冷靜,保守,用手臂的力量從大海裡爬出，襲擊水邊的獵物。會瞬間將獵物拖入海中。
605,小灰怪,神秘,獨特,據說是大約５０年前從墜落到地上的ＵＦＯ中出現。是充滿未解之謎的寶可夢。
606,大宇怪,神秘,獨特,會用精神力量竄改對手的記憶。你的記憶說不定也已經被竄改了。
607,燭光靈,獨特,神秘,頭上燃燒著的燭光讓牠的身體保持微熱。會拉著迷路孩子的手，將他們帶向靈界。
608,燈火幽靈,獨特,神秘,偽裝成燈的樣子藏身在城鎮裡。一旦發現了臨近死期的人，便會悄悄地跟在後面。
609,水晶燈火靈,冷靜,保守,據說在用水晶燈火靈來充當照明設備的房子裡，喪事會接連不斷。
610,牙牙,神秘,獨特,在地面上築巢居住。用牙齒粉碎堅硬的樹果，和夥伴比拼力氣。
611,斧牙龍,獨特,神秘,皮膚像盔甲一樣堅硬。非常擅長在撞擊的同時用牙齒猛刺的戰法。
612,雙斧戰龍,神秘,獨特,性情溫和，但生起氣來非常恐怖。會用自己那引以為傲，可以削鐵如泥的牙齒攻擊敵人。
613,噴嚏熊,獨特,神秘,健康時鼻涕的黏度會變強。只要遇到自己討厭的對手，就會把鼻涕擦到對方身上。
614,凍原熊,冷靜,保守,在冰冷的大海裡精力十足地游泳。感到疲勞的時候會吐出氣息凍結海水，在冰面上休息。
615,幾何雪花,冷靜,保守,天氣一熱，就會變成水蒸氣。在夏天見到牠的機會少之又少。
616,小嘴蝸,神秘,獨特,一旦被敵人襲擊，便會關上殼蓋保護自己。不過蓋蓋蟲能打得開。
617,敏捷蟲,危險,謹慎,行動迅速，會噴出毒液來戰鬥。敏捷蟲擔綱主角的電影和漫畫擁有極高的人氣。
618,泥巴魚,神秘,獨特,潮間帶便是牠的巢穴。製造電的器官由於泥裡的細菌而發達起來。
619,功夫鼬,獨特,神秘,千錘百鍊的功夫鼬能夠在１分鐘內使出超過１００次的劈擊。
620,師父鼬,神秘,獨特,會用連續攻擊壓倒對手。致命的一擊會在緩慢蓄力之後施展出來。
621,赤面龍,獨特,神秘,臉上的紅色皮膚比岩石還要堅硬。在狹窄的洞窟中，會用臉朝著敵人發動突襲。
622,泥偶小人,神秘,獨特,靠著神秘的能量來活動。因為從古代開始就持續活動，有可能就快要耗盡力量了。
623,泥偶巨人,神秘,獨特,據說古代人發明泥偶巨人是為了當成勞動力來使用。牠會忠實遵從主人的命令。
624,駒刀小兵,神秘,獨特,揮舞銳利的刀刃將敵人逼向絕境。會用河灘的石頭來精心保養刀刃。
625,劈斬司令,神秘,獨特,據說無論是多麼強大的劈斬司令，一旦頭上的刀刃出現了缺損，就會從首領的位子上退下來。
626,爆炸頭水牛,獨特,神秘,只用頭錘就能壓扁汽車。頭部的那團毛越大一團，在群體裡的地位就會越高。
627,毛頭小鷹,神秘,獨特,靠著強大的腳力和結實的爪子，連大舌貝的堅硬外殼都能弄碎，去啄食裡面的東西。
628,勇士雄鷹,獨特,神秘,連死都毫不畏懼的勇敢性格。太古時代，阿羅拉的人們稱之為天空的勇士，並尊敬著牠。
629,禿鷹丫頭,獨特,神秘,還是貪玩的年紀。翅膀還未發達，所以無法飛行，會來來回回地蹦蹦跳哦。
630,禿鷹娜,神秘,獨特,會利用吃掉獵物後剩下的骨頭靈巧地做成自己的巢穴。大部分的骨頭是來自卡拉卡拉。
631,熔蟻獸,熱情,衝動,從尾部的孔洞吸入空氣，燃起火焰。如果孔洞被堵住了，身體就會不舒服。
632,鐵蟻,神秘,獨特,巨大的顎部能咬碎岩石。為了不讓沙螺蟒把蛋搶走，會和其他同類一起並肩戰鬥。
633,單首龍,神秘,獨特,因為眼睛看不見，所以會又撞又咬，來判斷四周的狀況。
634,雙首暴龍,獨特,神秘,２個頭會爭搶同一個食物。明明沒有去和別人戰鬥，卻總是遍體鱗傷。
635,三首惡龍,神秘,獨特,３個頭會輪流去咬敵人。在對方倒下之前，絕對不會停止攻擊。
636,燃燒蟲,熱情,衝動,會用火焰保護自己。過去的人們相信牠的巢在太陽上。
637,火神蛾,熱情,衝動,傳說中，牠是從熊熊燃燒著火焰的繭中誕生。會去救助受寒冷所苦的人和寶可夢。
638,勾帕路翁,神秘,獨特,生來就具有領導風範。即使是性情狂暴的寶可夢，在勾帕路翁面前也會變得溫順。
639,代拉基翁,獨特,神秘,擁有異常強大的力量。會把欺負弱小寶可夢的對手打到再也站不起來。
640,畢力吉翁,獨特,神秘,與勾帕路翁和代拉基翁並肩保護合眾地區寶可夢的傳說一直流傳至今。
641,龍捲雲,獨特,神秘,引發風暴的寶可夢。傳說由於牠攪拌大氣，季節因此得以循環不息。據吾人考察，近似人類的形態才是假象而非真身。
642,雷電雲,神秘,獨特,傳說牠憑藉自身的雷擊，自古便與宿敵龍捲雲不斷鬥爭。牠那貫穿大地的雷電使得土壤得到了精鍊。
643,萊希拉姆,熱情,衝動,從尾部噴出火焰，像噴射機那樣飛翔。據說牠能將世界燃燒殆盡。
644,捷克羅姆,神秘,獨特,在神話的敘述裡，如果人類失去了正義之心，牠就會用狂暴的雷電毀滅他們的王國。
645,土地雲,神秘,獨特,土地雲造訪的土地上，作物會結實纍纍，因此被稱為農田之神。
646,酋雷姆,獨特,神秘,為了穩定細胞組織，牠似乎用自己製造出的冷氣冰凍著身體。
647,凱路迪歐,神秘,獨特,從勾帕路翁、代拉基翁和畢力吉翁那裡學會了戰鬥。馳騁全世界，不斷修行。
648,美洛耶塔,神秘,獨特,以特殊的發聲法唱出的旋律，能自在地操控聽者的情緒。
649,蓋諾賽克特,神秘,獨特,存在於３億年前的寶可夢。被等離子隊改造，在背部裝了砲台。
650,哈力栗,獨特,神秘,頭和背部包覆著堅硬樹殼，即使被卡車撞上也能安然無事。
651,胖胖哈力,神秘,獨特,覆蓋身體的結實外殼不僅能反彈敵人的攻擊，還能以尖銳的刺展開反擊。
652,布里卡隆,獨特,神秘,有著能夠用身體撞翻５０噸重坦克車的力量。會把自身當成護盾保護夥伴。
653,火狐狸,神秘,獨特,隨身帶著小樹枝，卡滋卡滋地當零食吃。會從耳朵噴出熱氣來威嚇對手。
654,長尾火狐,神秘,獨特,尾巴上插有樹枝。用樹枝和尾巴上的毛摩擦生熱，點燃樹枝應戰。
655,妖火紅狐,熱情,衝動,只要注視著木杖前端燃燒的火焰並集中精神，就能看穿未來將會發生的事。
656,呱呱泡蛙,神秘,獨特,從胸口和背上做出泡泡。以富有彈力的泡泡抵擋攻擊，減少所受的傷害。
657,呱頭蛙,神秘,獨特,會使出用泡泡包著小石頭擲出的招式。有著能擊中３０公尺外空罐子的精準度。
658,甲賀忍蛙,冷靜,保守,如忍者般神出鬼沒。以敏捷的動作戲弄對手，再用水之手裡劍將其劈裂。
659,掘掘兔,神秘,獨特,對危險很敏感。只要聽到鋼鎧鴉拍打翅膀的聲音，就會馬上挖洞鑽進地下藏身。
660,掘地兔,神秘,獨特,力量不亞於挖掘機，連堅硬的岩盤也能挖掘。在隧道建設工程中十分活躍。
661,小箭雀,神秘,獨特,一感到興奮，體溫會上升到２倍，同時體內的荷爾蒙會變得活躍。
662,火箭雀,獨特,神秘,擁有半徑達數公里的地盤，並且不允許其他火箭雀進入。
663,烈箭鷹,神秘,獨特,喜歡吃長翅鷗和小篤兒。會對獵物施展猛烈的踢腿，再用銳利的爪子牢牢抓住。
664,粉蝶蟲,危險,謹慎,吸入體內的毒素會變成黑色的粉末後被排出體外，所以能夠吃下毒葉和毒樹根。
665,粉蝶蛹,神秘,獨特,沒有固定的住處。會隨心所欲地在山野走來走去，蓄積進化時所需的能量。
666,彩粉蝶,獨特,神秘,世界上有著各式各樣擁有不同翅膀花紋的彩粉蝶。花紋似乎是受到棲息地的氣候影響。
667,小獅獅,獨特,神秘,血氣方剛且好奇心旺盛。當牠生氣或是開始戰鬥時，短短的鬃毛就會變熱。
668,火炎獅,獨特,神秘,能吐出攝氏６０００度的氣息，但不會用在獵物身上，因為牠比較喜歡吃生肉。
669,花蓓蓓,獨特,神秘,要是沒有花的力量會很危險，但在找到自己喜愛的顏色和形狀之前，牠都會繼續旅行下去。
670,花葉蒂,獨特,神秘,會培育花朵來當成自己的武器。開得越美麗的花朵，所蘊藏的力量就越強大。
671,花潔夫人,神秘,獨特,會操縱自己培育的花朵。花潔夫人使出的落英繽紛有著壓倒性的力與美。
672,坐騎小羊,冷靜,保守,有陽光和水就能用身上的葉子製造能量，因此在沒有糧食的岩山也能生存下去。
673,坐騎山羊,獨特,神秘,在山岳地帶過著集體生活。會用角互相碰撞來一較高下，勝利的個體將成為領袖。
674,頑皮熊貓,神秘,獨特,不斷模仿被自己當成老大哥般敬仰著的流氓熊貓的舉止，由此漸漸變得獨當一面。
675,流氓熊貓,神秘,獨特,以腕力為傲，個性豪邁。想要成為流氓熊貓的訓練家的話，只能用拳頭來和牠交心。
676,多麗米亞,獨特,神秘,曾經有過一個時代，貴族之間會互相比較誰能把牠的體毛修剪得更美麗。
677,妙喵,獨特,神秘,雖然一直都面無表情，但是那其實是因為牠在努力不讓自己強大的精神力量漏出。
678,超能妙喵,獨特,神秘,雄性的防衛本能很強，在保護自己和夥伴時能發揮最大的威力。
679,獨劍鞘,神秘,獨特,獨劍鞘護手上的藍色眼珠是牠的本體。會用陳舊的布吸取人類的精氣。
680,雙劍鞘,獨特,神秘,２把劍會用令人眼花繚亂的速度不斷交替攻擊和防禦，藉以制服獵物。
681,堅盾劍怪,獨特,神秘,堅盾劍怪曾經用強大的靈力控制人和寶可夢，建立了適合自己生活的國家。
682,粉香香,神秘,獨特,用體內的香囊製造香氣的寶可夢。如果更換餵給牠的食物，製造出的香氣也會隨之改變。
683,芳香精,獨特,神秘,會發出惡臭讓敵人喪失戰意，或者發出芳香的味道來幫助自己的夥伴。
684,綿綿泡芙,獨特,神秘,蓬鬆的體毛聞起來就像棉花糖一樣甜甜的。會放出黏答答的絲纏住敵人。
685,胖甜妮,神秘,獨特,因為體毛裡富含空氣，所以摸起來十分柔軟，重量也比看起來要輕。
686,好啦魷,神秘,獨特,與夥伴交換訊息時，會讓身上的發光體以複雜的節奏發光。
687,烏賊王,神秘,獨特,會讓身體上的花紋發光，操縱獵物靠近自己。鰭的前端非常鋒利。
688,龜腳腳,獨特,神秘,如果２隻龜腳腳配合得不好，不但無法有效地攻擊和防禦，甚至沒辦法生存下去。
689,龜足巨鎧,神秘,獨特,７隻龜腳腳組成了１隻龜足巨鎧的身體。由頭部對手腳發號施令。
